RegionName,Date,AvgPrice,StateCode,Bedrooms
Iowa,2008-04-30,85051.78878791572,IA,2
Nevada,2008-04-30,185170.6543977675,NV,2
Arkansas,2008-04-30,78539.8039816959,AR,2
Mississippi,2008-04-30,72234.2779509627,MS,2
Kansas,2008-04-30,67061.45826506412,KS,2
New Mexico,2008-04-30,141934.56124667617,NM,2
Nebraska,2008-04-30,87419.14469172766,NE,2
Idaho,2008-04-30,137722.838991461,ID,2
West Virginia,2008-04-30,60745.10697546744,WV,2
Hawaii,2008-04-30,411329.7241186602,HI,2
New Hampshire,2008-04-30,189312.9554247712,NH,2
Maine,2008-04-30,170366.92139690483,ME,2
Rhode Island,2008-04-30,226744.18638960124,RI,2
Montana,2008-04-30,142229.10851958566,MT,2
Delaware,2008-04-30,190005.3263384092,DE,2
South Dakota,2008-04-30,109799.93243935576,SD,2
North Dakota,2008-04-30,,ND,2
Alaska,2008-04-30,196078.7386377809,AK,2
Vermont,2008-04-30,,VT,2
Wyoming,2008-04-30,148223.17730060543,WY,2
California,2008-05-31,327150.15484377765,CA,2
Texas,2008-05-31,82479.40732668301,TX,2
Florida,2008-05-31,152464.8377858774,FL,2
New York,2008-05-31,183320.2181064752,NY,2
Pennsylvania,2008-05-31,113175.72291474258,PA,2
Illinois,2008-05-31,131896.46139778476,IL,2
Ohio,2008-05-31,82302.89282590155,OH,2
Georgia,2008-05-31,98514.03306957414,GA,2
North Carolina,2008-05-31,107500.49589106312,NC,2
Michigan,2008-05-31,83611.03837411654,MI,2
New Jersey,2008-05-31,243487.7928867509,NJ,2
Virginia,2008-05-31,163166.90482013996,VA,2
Washington,2008-05-31,242169.739279706,WA,2
Arizona,2008-05-31,181668.6676455793,AZ,2
Massachusetts,2008-05-31,259975.1854576993,MA,2
Tennessee,2008-05-31,93049.65196928607,TN,2
Indiana,2008-05-31,70611.64892122657,IN,2
Maryland,2008-05-31,213713.31878251256,MD,2
Missouri,2008-05-31,89721.35871903347,MO,2
Wisconsin,2008-05-31,123512.05523576924,WI,2
Colorado,2008-05-31,165475.35939176937,CO,2
Minnesota,2008-05-31,149067.61823244355,MN,2
South Carolina,2008-05-31,109150.69181857671,SC,2
Alabama,2008-05-31,85862.85712510014,AL,2
Louisiana,2008-05-31,92486.04254674706,LA,2
Kentucky,2008-05-31,75939.0643616221,KY,2
Oregon,2008-05-31,197082.2100582508,OR,2
Oklahoma,2008-05-31,53699.82890135922,OK,2
Connecticut,2008-05-31,216512.0492925678,CT,2
Utah,2008-05-31,174541.42137258293,UT,2
Iowa,2008-05-31,84892.61307257396,IA,2
Nevada,2008-05-31,181120.0646957929,NV,2
Arkansas,2008-05-31,78690.83011042612,AR,2
Mississippi,2008-05-31,71789.09861470503,MS,2
Kansas,2008-05-31,67027.31674590077,KS,2
New Mexico,2008-05-31,141359.31237916913,NM,2
Nebraska,2008-05-31,87294.35372461117,NE,2
Idaho,2008-05-31,137188.80092934964,ID,2
West Virginia,2008-05-31,60774.56877013665,WV,2
Hawaii,2008-05-31,417283.9658239774,HI,2
New Hampshire,2008-05-31,187865.8343785263,NH,2
Maine,2008-05-31,169554.11559670177,ME,2
Rhode Island,2008-05-31,224930.37208311187,RI,2
Montana,2008-05-31,142235.6897452287,MT,2
Delaware,2008-05-31,189642.1991182204,DE,2
South Dakota,2008-05-31,109870.35098276648,SD,2
North Dakota,2008-05-31,,ND,2
Alaska,2008-05-31,195950.97843263825,AK,2
Vermont,2008-05-31,168094.3569810197,VT,2
Wyoming,2008-05-31,148193.67843583084,WY,2
California,2008-06-30,319106.79376020475,CA,2
Texas,2008-06-30,82329.18128420795,TX,2
Florida,2008-06-30,149436.25960066987,FL,2
New York,2008-06-30,182967.5919249944,NY,2
Pennsylvania,2008-06-30,113035.33787238524,PA,2
Illinois,2008-06-30,131040.25811751372,IL,2
Ohio,2008-06-30,82040.27528328689,OH,2
Georgia,2008-06-30,98036.5006341078,GA,2
North Carolina,2008-06-30,107403.34028272584,NC,2
Michigan,2008-06-30,82686.0498761061,MI,2
New Jersey,2008-06-30,241221.09691688235,NJ,2
Virginia,2008-06-30,162109.59180957446,VA,2
Washington,2008-06-30,240209.6324775165,WA,2
Arizona,2008-06-30,178749.27548551702,AZ,2
Massachusetts,2008-06-30,258471.47014498315,MA,2
Tennessee,2008-06-30,92920.150078872,TN,2
Indiana,2008-06-30,70521.70135746607,IN,2
Maryland,2008-06-30,211586.7203707593,MD,2
Missouri,2008-06-30,89235.48183663008,MO,2
Wisconsin,2008-06-30,123093.9443584403,WI,2
Colorado,2008-06-30,164692.1730851472,CO,2
Minnesota,2008-06-30,148144.11915072225,MN,2
South Carolina,2008-06-30,108799.61366043838,SC,2
Alabama,2008-06-30,85790.7732466964,AL,2
Louisiana,2008-06-30,92727.76506601548,LA,2
Kentucky,2008-06-30,75801.48408894554,KY,2
Oregon,2008-06-30,195628.412358457,OR,2
Oklahoma,2008-06-30,53701.97007125599,OK,2
Connecticut,2008-06-30,215557.6158666246,CT,2
Utah,2008-06-30,173312.35111630044,UT,2
Iowa,2008-06-30,84748.1873230599,IA,2
Nevada,2008-06-30,176592.59344126316,NV,2
Arkansas,2008-06-30,78738.44596273535,AR,2
Mississippi,2008-06-30,71343.67380807427,MS,2
Kansas,2008-06-30,67026.85799270142,KS,2
New Mexico,2008-06-30,140731.42471387432,NM,2
Nebraska,2008-06-30,87172.16080426425,NE,2
Idaho,2008-06-30,136524.9717174884,ID,2
West Virginia,2008-06-30,60840.67283085763,WV,2
Hawaii,2008-06-30,424154.2382806962,HI,2
New Hampshire,2008-06-30,186175.8384195798,NH,2
Maine,2008-06-30,168279.74391318113,ME,2
Rhode Island,2008-06-30,222937.18220745205,RI,2
Montana,2008-06-30,142609.61414042665,MT,2
Delaware,2008-06-30,188704.28073730692,DE,2
South Dakota,2008-06-30,109981.65377932992,SD,2
North Dakota,2008-06-30,,ND,2
Alaska,2008-06-30,195659.9425727497,AK,2
Vermont,2008-06-30,167208.5027232568,VT,2
Wyoming,2008-06-30,148137.04269139658,WY,2
California,2008-07-31,310823.7384374812,CA,2
Texas,2008-07-31,82148.24930399377,TX,2
Florida,2008-07-31,146288.20275011272,FL,2
New York,2008-07-31,182499.24373288124,NY,2
Pennsylvania,2008-07-31,112723.4041006011,PA,2
Illinois,2008-07-31,130423.14918983156,IL,2
Ohio,2008-07-31,81762.77054470271,OH,2
Georgia,2008-07-31,97410.55224725518,GA,2
North Carolina,2008-07-31,107153.7630540596,NC,2
Michigan,2008-07-31,81730.20288647503,MI,2
New Jersey,2008-07-31,239245.61590091605,NJ,2
Virginia,2008-07-31,160973.80081730158,VA,2
Washington,2008-07-31,238343.61735877293,WA,2
Arizona,2008-07-31,175711.63561414846,AZ,2
Massachusetts,2008-07-31,256742.7866286649,MA,2
Tennessee,2008-07-31,92615.13258494824,TN,2
Indiana,2008-07-31,70389.82735459099,IN,2
Maryland,2008-07-31,209044.69855740748,MD,2
Missouri,2008-07-31,88751.42792819279,MO,2
Wisconsin,2008-07-31,122706.2831735495,WI,2
Colorado,2008-07-31,163814.00686340954,CO,2
Minnesota,2008-07-31,147149.66173667996,MN,2
South Carolina,2008-07-31,108358.1866412944,SC,2
Alabama,2008-07-31,85746.180564321,AL,2
Louisiana,2008-07-31,92889.51545383668,LA,2
Kentucky,2008-07-31,75704.32446884915,KY,2
Oregon,2008-07-31,194233.9795039721,OR,2
Oklahoma,2008-07-31,53721.12064790935,OK,2
Connecticut,2008-07-31,214472.9535079789,CT,2
Utah,2008-07-31,171999.59791069906,UT,2
Iowa,2008-07-31,84620.75457181853,IA,2
Nevada,2008-07-31,171739.7523905034,NV,2
Arkansas,2008-07-31,78650.94508330627,AR,2
Mississippi,2008-07-31,70925.61344409488,MS,2
Kansas,2008-07-31,67025.78837997287,KS,2
New Mexico,2008-07-31,140126.14912098818,NM,2
Nebraska,2008-07-31,87056.95252201565,NE,2
Idaho,2008-07-31,135768.31529582958,ID,2
West Virginia,2008-07-31,60947.00252914152,WV,2
Hawaii,2008-07-31,,HI,2
New Hampshire,2008-07-31,184362.36367107945,NH,2
Maine,2008-07-31,167163.23568300813,ME,2
Rhode Island,2008-07-31,220546.6446669523,RI,2
Montana,2008-07-31,142954.44468831058,MT,2
Delaware,2008-07-31,187491.07461729075,DE,2
South Dakota,2008-07-31,110000.9568507307,SD,2
North Dakota,2008-07-31,,ND,2
Alaska,2008-07-31,195231.48099787845,AK,2
Vermont,2008-07-31,166401.00819916188,VT,2
Wyoming,2008-07-31,147988.2549605414,WY,2
California,2008-08-31,302797.26332933886,CA,2
Texas,2008-08-31,81780.76288290652,TX,2
Florida,2008-08-31,142970.82462206835,FL,2
New York,2008-08-31,181950.395728123,NY,2
Pennsylvania,2008-08-31,112271.18600304695,PA,2
Illinois,2008-08-31,129308.00938255747,IL,2
Ohio,2008-08-31,81457.844691723,OH,2
Georgia,2008-08-31,96683.31018610616,GA,2
North Carolina,2008-08-31,106838.5177515258,NC,2
Michigan,2008-08-31,80576.505960521,MI,2
New Jersey,2008-08-31,237339.36738731895,NJ,2
Virginia,2008-08-31,159552.81337980632,VA,2
Washington,2008-08-31,236234.79973894567,WA,2
Arizona,2008-08-31,171858.07224048744,AZ,2
Massachusetts,2008-08-31,254821.15718475985,MA,2
Tennessee,2008-08-31,92187.40483297898,TN,2
Indiana,2008-08-31,70168.45534985102,IN,2
Maryland,2008-08-31,206298.7237706927,MD,2
Missouri,2008-08-31,88256.34873366466,MO,2
Wisconsin,2008-08-31,122274.5708556064,WI,2
Colorado,2008-08-31,163076.14279285294,CO,2
Minnesota,2008-08-31,145901.55064839983,MN,2
South Carolina,2008-08-31,107848.13693114354,SC,2
Alabama,2008-08-31,85476.43609054932,AL,2
Louisiana,2008-08-31,93013.1154175679,LA,2
Kentucky,2008-08-31,75620.72381544906,KY,2
Oregon,2008-08-31,192832.70947242723,OR,2
Oklahoma,2008-08-31,53726.34758682497,OK,2
Connecticut,2008-08-31,212929.0513521944,CT,2
Utah,2008-08-31,170541.93616899828,UT,2
Iowa,2008-08-31,84536.51542544771,IA,2
Nevada,2008-08-31,166622.79118094456,NV,2
Arkansas,2008-08-31,78348.3670392368,AR,2
Mississippi,2008-08-31,70585.40579068667,MS,2
Kansas,2008-08-31,66995.45722890609,KS,2
New Mexico,2008-08-31,139493.91747640728,NM,2
Nebraska,2008-08-31,86974.90352052692,NE,2
Idaho,2008-08-31,135027.63018654287,ID,2
West Virginia,2008-08-31,61048.703595220846,WV,2
Hawaii,2008-08-31,,HI,2
New Hampshire,2008-08-31,182799.69815418648,NH,2
Maine,2008-08-31,166026.211517879,ME,2
Rhode Island,2008-08-31,217940.83596021065,RI,2
Montana,2008-08-31,142935.45686133657,MT,2
Delaware,2008-08-31,185981.87602651236,DE,2
South Dakota,2008-08-31,110100.81912498092,SD,2
North Dakota,2008-08-31,,ND,2
Alaska,2008-08-31,195140.32960367436,AK,2
Vermont,2008-08-31,165938.3543776512,VT,2
Wyoming,2008-08-31,147833.58939217415,WY,2
California,2008-09-30,295175.73729790846,CA,2
Texas,2008-09-30,81312.73160766916,TX,2
Florida,2008-09-30,139560.77210548197,FL,2
New York,2008-09-30,181323.75440910025,NY,2
Pennsylvania,2008-09-30,111793.84553585004,PA,2
Illinois,2008-09-30,128377.8805352146,IL,2
Ohio,2008-09-30,81126.268996824,OH,2
Georgia,2008-09-30,95918.58472025662,GA,2
North Carolina,2008-09-30,106530.76272041156,NC,2
Michigan,2008-09-30,79351.95015729895,MI,2
New Jersey,2008-09-30,235400.29891389864,NJ,2
Virginia,2008-09-30,158094.96582172156,VA,2
Washington,2008-09-30,233995.7546740352,WA,2
Arizona,2008-09-30,167985.1861052443,AZ,2
Massachusetts,2008-09-30,252594.5267566505,MA,2
Tennessee,2008-09-30,91709.59422850703,TN,2
Indiana,2008-09-30,69905.75856180623,IN,2
Maryland,2008-09-30,203577.8460465161,MD,2
Missouri,2008-09-30,87825.0841690823,MO,2
Wisconsin,2008-09-30,121702.67319918542,WI,2
Colorado,2008-09-30,162464.1141027053,CO,2
Minnesota,2008-09-30,144472.34510554993,MN,2
South Carolina,2008-09-30,107341.07872052812,SC,2
Alabama,2008-09-30,85124.37900674729,AL,2
Louisiana,2008-09-30,93010.06063522672,LA,2
Kentucky,2008-09-30,75511.01206766412,KY,2
Oregon,2008-09-30,191303.4825638829,OR,2
Oklahoma,2008-09-30,53702.58197956407,OK,2
Connecticut,2008-09-30,210938.36654588557,CT,2
Utah,2008-09-30,169500.3500369674,UT,2
Iowa,2008-09-30,84489.12965984161,IA,2
Nevada,2008-09-30,161389.25747917945,NV,2
Arkansas,2008-09-30,78001.06772701748,AR,2
Mississippi,2008-09-30,70260.91868693748,MS,2
Kansas,2008-09-30,66880.51241494888,KS,2
New Mexico,2008-09-30,138963.2396530972,NM,2
Nebraska,2008-09-30,86850.76430760704,NE,2
Idaho,2008-09-30,134236.07736124666,ID,2
West Virginia,2008-09-30,60776.59560480578,WV,2
Hawaii,2008-09-30,,HI,2
New Hampshire,2008-09-30,181430.52187367307,NH,2
Maine,2008-09-30,165168.15936451752,ME,2
Rhode Island,2008-09-30,215172.10691493895,RI,2
Montana,2008-09-30,142804.63399120656,MT,2
Delaware,2008-09-30,184563.50150357527,DE,2
South Dakota,2008-09-30,110129.24087610202,SD,2
North Dakota,2008-09-30,,ND,2
Alaska,2008-09-30,194903.93402674492,AK,2
Vermont,2008-09-30,165506.0729243171,VT,2
Wyoming,2008-09-30,147511.05738800528,WY,2
California,2008-10-31,288365.0581644714,CA,2
Texas,2008-10-31,80860.70124027191,TX,2
Florida,2008-10-31,136135.98054029574,FL,2
New York,2008-10-31,180548.13283617844,NY,2
Pennsylvania,2008-10-31,111413.4388152804,PA,2
Illinois,2008-10-31,127151.39334664952,IL,2
Ohio,2008-10-31,80710.27761805232,OH,2
Georgia,2008-10-31,95129.46809578296,GA,2
North Carolina,2008-10-31,106264.98527688936,NC,2
Michigan,2008-10-31,78257.2753203544,MI,2
New Jersey,2008-10-31,233368.42647107728,NJ,2
Virginia,2008-10-31,156872.04562614753,VA,2
Washington,2008-10-31,231846.91144241337,WA,2
Arizona,2008-10-31,164661.109655114,AZ,2
Massachusetts,2008-10-31,250290.94558096523,MA,2
Tennessee,2008-10-31,91312.01872891391,TN,2
Indiana,2008-10-31,69683.86693242233,IN,2
Maryland,2008-10-31,200960.1274691533,MD,2
Missouri,2008-10-31,87410.70314144659,MO,2
Wisconsin,2008-10-31,120938.77993985232,WI,2
Colorado,2008-10-31,162014.65585992896,CO,2
Minnesota,2008-10-31,142954.85957865728,MN,2
South Carolina,2008-10-31,106757.90690984386,SC,2
Alabama,2008-10-31,84664.56096282804,AL,2
Louisiana,2008-10-31,93019.42568565252,LA,2
Kentucky,2008-10-31,75396.09571330002,KY,2
Oregon,2008-10-31,189638.31716871107,OR,2
Oklahoma,2008-10-31,53718.88716636028,OK,2
Connecticut,2008-10-31,208910.78654559053,CT,2
Utah,2008-10-31,168598.2452905239,UT,2
Iowa,2008-10-31,84393.71669754067,IA,2
Nevada,2008-10-31,156360.42472720132,NV,2
Arkansas,2008-10-31,77691.63357665548,AR,2
Mississippi,2008-10-31,69997.54404223368,MS,2
Kansas,2008-10-31,66783.41350258475,KS,2
New Mexico,2008-10-31,138171.48787571167,NM,2
Nebraska,2008-10-31,86646.53879898286,NE,2
Idaho,2008-10-31,133412.30689174778,ID,2
West Virginia,2008-10-31,60331.34219017918,WV,2
Hawaii,2008-10-31,393123.2447355735,HI,2
New Hampshire,2008-10-31,179983.89596556663,NH,2
Maine,2008-10-31,164353.53279115717,ME,2
Rhode Island,2008-10-31,212417.39550813416,RI,2
Montana,2008-10-31,142557.5592752242,MT,2
Delaware,2008-10-31,183020.05542940332,DE,2
South Dakota,2008-10-31,110309.78761595844,SD,2
North Dakota,2008-10-31,,ND,2
Alaska,2008-10-31,194947.97530177448,AK,2
Vermont,2008-10-31,164971.33926598713,VT,2
Wyoming,2008-10-31,147185.6739661564,WY,2
California,2008-11-30,281684.88107029465,CA,2
Texas,2008-11-30,80422.73373920919,TX,2
Florida,2008-11-30,132797.63000917545,FL,2
New York,2008-11-30,179611.22293291558,NY,2
Pennsylvania,2008-11-30,111126.90035688826,PA,2
Illinois,2008-11-30,125999.7073925338,IL,2
Ohio,2008-11-30,80289.80656030179,OH,2
Georgia,2008-11-30,94202.31785532544,GA,2
North Carolina,2008-11-30,105899.01579071031,NC,2
Michigan,2008-11-30,77227.03529675993,MI,2
New Jersey,2008-11-30,231291.7683694358,NJ,2
Virginia,2008-11-30,155898.23513899752,VA,2
Washington,2008-11-30,229855.70852403788,WA,2
Arizona,2008-11-30,160842.28357970246,AZ,2
Massachusetts,2008-11-30,248014.64692912865,MA,2
Tennessee,2008-11-30,90912.60274809317,TN,2
Indiana,2008-11-30,69480.59800466662,IN,2
Maryland,2008-11-30,198789.5493597813,MD,2
Missouri,2008-11-30,86919.62577209288,MO,2
Wisconsin,2008-11-30,120038.65178171864,WI,2
Colorado,2008-11-30,161457.76979775247,CO,2
Minnesota,2008-11-30,141524.52121274034,MN,2
South Carolina,2008-11-30,105999.1460813096,SC,2
Alabama,2008-11-30,84193.45500497248,AL,2
Louisiana,2008-11-30,92761.86021482412,LA,2
Kentucky,2008-11-30,75228.37833437079,KY,2
Oregon,2008-11-30,187976.2003585052,OR,2
Oklahoma,2008-11-30,53652.080478634765,OK,2
Connecticut,2008-11-30,207057.1148200452,CT,2
Utah,2008-11-30,167841.90436718188,UT,2
Iowa,2008-11-30,84286.2301111683,IA,2
Nevada,2008-11-30,150714.07823323004,NV,2
Arkansas,2008-11-30,77476.11218323374,AR,2
Mississippi,2008-11-30,69826.07150428249,MS,2
Kansas,2008-11-30,66572.52721485935,KS,2
New Mexico,2008-11-30,137419.2607361528,NM,2
Nebraska,2008-11-30,86355.04051696301,NE,2
Idaho,2008-11-30,132509.8767171935,ID,2
West Virginia,2008-11-30,59844.4163730144,WV,2
Hawaii,2008-11-30,387543.9019841859,HI,2
New Hampshire,2008-11-30,178993.8163498205,NH,2
Maine,2008-11-30,163698.4328454017,ME,2
Rhode Island,2008-11-30,209741.8228420174,RI,2
Montana,2008-11-30,142311.2813446114,MT,2
Delaware,2008-11-30,181836.55313608173,DE,2
South Dakota,2008-11-30,110571.3591645027,SD,2
North Dakota,2008-11-30,,ND,2
Alaska,2008-11-30,194894.2959050584,AK,2
Vermont,2008-11-30,164571.93450715637,VT,2
Wyoming,2008-11-30,146921.99316242107,WY,2
California,2008-12-31,275153.90096176456,CA,2
Texas,2008-12-31,80047.22288081211,TX,2
Florida,2008-12-31,129677.78106185666,FL,2
New York,2008-12-31,178699.17911077835,NY,2
Pennsylvania,2008-12-31,110786.02759447314,PA,2
Illinois,2008-12-31,124616.31399723416,IL,2
Ohio,2008-12-31,79801.70549315594,OH,2
Georgia,2008-12-31,93106.93903280258,GA,2
North Carolina,2008-12-31,105411.24422316538,NC,2
Michigan,2008-12-31,76134.0267824219,MI,2
New Jersey,2008-12-31,229381.7492557189,NJ,2
Virginia,2008-12-31,154991.17348463295,VA,2
Washington,2008-12-31,227736.5250806441,WA,2
Arizona,2008-12-31,156868.22246858405,AZ,2
Massachusetts,2008-12-31,245937.13535853,MA,2
Tennessee,2008-12-31,90511.1976550781,TN,2
Indiana,2008-12-31,69234.1290300138,IN,2
Maryland,2008-12-31,196830.19725916823,MD,2
Missouri,2008-12-31,86380.3826006778,MO,2
Wisconsin,2008-12-31,119165.3973434354,WI,2
Colorado,2008-12-31,160893.9314096851,CO,2
Minnesota,2008-12-31,140190.00595876676,MN,2
South Carolina,2008-12-31,105170.51786989222,SC,2
Alabama,2008-12-31,83574.32719172853,AL,2
Louisiana,2008-12-31,92435.7276680687,LA,2
Kentucky,2008-12-31,75013.21272296507,KY,2
Oregon,2008-12-31,186225.84434091917,OR,2
Oklahoma,2008-12-31,53542.72216571174,OK,2
Connecticut,2008-12-31,205508.4705465448,CT,2
Utah,2008-12-31,166905.36938545844,UT,2
Iowa,2008-12-31,84151.25611999258,IA,2
Nevada,2008-12-31,145717.03491152616,NV,2
Arkansas,2008-12-31,77181.73876410838,AR,2
Mississippi,2008-12-31,69743.50365974958,MS,2
Kansas,2008-12-31,66347.06093205925,KS,2
New Mexico,2008-12-31,136876.84108285455,NM,2
Nebraska,2008-12-31,86008.65983449658,NE,2
Idaho,2008-12-31,131508.88056304256,ID,2
West Virginia,2008-12-31,59630.00759925723,WV,2
Hawaii,2008-12-31,383181.08665059344,HI,2
New Hampshire,2008-12-31,177870.0266093909,NH,2
Maine,2008-12-31,162779.47413010875,ME,2
Rhode Island,2008-12-31,206953.38851634777,RI,2
Montana,2008-12-31,142056.28358562026,MT,2
Delaware,2008-12-31,180742.33574214551,DE,2
South Dakota,2008-12-31,110804.06218396193,SD,2
North Dakota,2008-12-31,,ND,2
Alaska,2008-12-31,194860.2960254493,AK,2
Vermont,2008-12-31,164122.96385197435,VT,2
Wyoming,2008-12-31,146849.8023802242,WY,2
California,2009-01-31,269109.749408547,CA,2
Texas,2009-01-31,79525.25552990404,TX,2
Florida,2009-01-31,126720.14837685334,FL,2
New York,2009-01-31,177908.07181923246,NY,2
Pennsylvania,2009-01-31,110396.06927525916,PA,2
Illinois,2009-01-31,123084.09861353406,IL,2
Ohio,2009-01-31,79257.2785855204,OH,2
Georgia,2009-01-31,91884.39755585806,GA,2
North Carolina,2009-01-31,104789.6104243449,NC,2
Michigan,2009-01-31,74821.54000994876,MI,2
New Jersey,2009-01-31,227783.18711396147,NJ,2
Virginia,2009-01-31,153931.44698157537,VA,2
Washington,2009-01-31,225826.2676264304,WA,2
Arizona,2009-01-31,153031.23069651378,AZ,2
Massachusetts,2009-01-31,244099.9807424961,MA,2
Tennessee,2009-01-31,90129.91474807558,TN,2
Indiana,2009-01-31,68910.90705460595,IN,2
Maryland,2009-01-31,194911.22637131377,MD,2
Missouri,2009-01-31,85848.6198353481,MO,2
Wisconsin,2009-01-31,117982.06328887808,WI,2
Colorado,2009-01-31,160231.49325485673,CO,2
Minnesota,2009-01-31,138898.52442272028,MN,2
South Carolina,2009-01-31,104171.14932153298,SC,2
Alabama,2009-01-31,83049.39968029175,AL,2
Louisiana,2009-01-31,92036.79337078996,LA,2
Kentucky,2009-01-31,74838.24468385224,KY,2
Oregon,2009-01-31,184660.933353888,OR,2
Oklahoma,2009-01-31,53338.15234351863,OK,2
Connecticut,2009-01-31,204078.8749353437,CT,2
Utah,2009-01-31,165410.5689650563,UT,2
Iowa,2009-01-31,83964.35119677497,IA,2
Nevada,2009-01-31,140652.2964135143,NV,2
Arkansas,2009-01-31,76710.74527956259,AR,2
Mississippi,2009-01-31,69563.90269063924,MS,2
Kansas,2009-01-31,65992.79283974691,KS,2
New Mexico,2009-01-31,136560.9466301745,NM,2
Nebraska,2009-01-31,85686.59301030404,NE,2
Idaho,2009-01-31,130255.69540444337,ID,2
West Virginia,2009-01-31,59675.42258471364,WV,2
Hawaii,2009-01-31,379777.1950534036,HI,2
New Hampshire,2009-01-31,177133.9298911833,NH,2
Maine,2009-01-31,161867.17185156126,ME,2
Rhode Island,2009-01-31,204132.35883590035,RI,2
Montana,2009-01-31,141629.4377722689,MT,2
Delaware,2009-01-31,179919.39461334946,DE,2
South Dakota,2009-01-31,110926.04492207138,SD,2
North Dakota,2009-01-31,110178.10547638532,ND,2
Alaska,2009-01-31,194734.3208645383,AK,2
Vermont,2009-01-31,164166.73602255285,VT,2
Wyoming,2009-01-31,146794.96570406388,WY,2
California,2009-02-28,264627.2803173984,CA,2
Texas,2009-02-28,79186.40628141849,TX,2
Florida,2009-02-28,124060.50860995572,FL,2
New York,2009-02-28,177293.5883886749,NY,2
Pennsylvania,2009-02-28,110152.8302132752,PA,2
Illinois,2009-02-28,121827.51770024684,IL,2
Ohio,2009-02-28,78672.90424383752,OH,2
Georgia,2009-02-28,90806.50877637503,GA,2
North Carolina,2009-02-28,104276.02539080328,NC,2
Michigan,2009-02-28,73468.5565465503,MI,2
New Jersey,2009-02-28,226246.68313959052,NJ,2
Virginia,2009-02-28,152851.61546781703,VA,2
Washington,2009-02-28,223754.35540065015,WA,2
Arizona,2009-02-28,150579.0510583043,AZ,2
Massachusetts,2009-02-28,242250.10014797896,MA,2
Tennessee,2009-02-28,89799.06090419223,TN,2
Indiana,2009-02-28,68602.19325131096,IN,2
Maryland,2009-02-28,192826.101538828,MD,2
Missouri,2009-02-28,85443.88817269632,MO,2
Wisconsin,2009-02-28,117103.40310676771,WI,2
Colorado,2009-02-28,159789.24180604788,CO,2
Minnesota,2009-02-28,137698.431759887,MN,2
South Carolina,2009-02-28,103175.36273786832,SC,2
Alabama,2009-02-28,82443.38763011796,AL,2
Louisiana,2009-02-28,91896.05912828988,LA,2
Kentucky,2009-02-28,74697.90343178628,KY,2
Oregon,2009-02-28,182817.9044618049,OR,2
Oklahoma,2009-02-28,52938.37525710097,OK,2
Connecticut,2009-02-28,203155.7808938015,CT,2
Utah,2009-02-28,163690.64046937693,UT,2
Iowa,2009-02-28,83721.8572941509,IA,2
Nevada,2009-02-28,136731.91685360516,NV,2
Arkansas,2009-02-28,76149.09869862677,AR,2
Mississippi,2009-02-28,69312.59309978205,MS,2
Kansas,2009-02-28,65738.17812851035,KS,2
New Mexico,2009-02-28,136171.02754383942,NM,2
Nebraska,2009-02-28,85479.7746090979,NE,2
Idaho,2009-02-28,128824.89441393496,ID,2
West Virginia,2009-02-28,59762.61389715556,WV,2
Hawaii,2009-02-28,376355.569590426,HI,2
New Hampshire,2009-02-28,176287.7294725035,NH,2
Maine,2009-02-28,161159.91267475538,ME,2
Rhode Island,2009-02-28,201520.9211987999,RI,2
Montana,2009-02-28,141099.63538648895,MT,2
Delaware,2009-02-28,179137.15295738852,DE,2
South Dakota,2009-02-28,110788.90307645244,SD,2
North Dakota,2009-02-28,110340.8985130212,ND,2
Alaska,2009-02-28,194996.1092297307,AK,2
Vermont,2009-02-28,164234.35722397894,VT,2
Wyoming,2009-02-28,146609.85274619862,WY,2
California,2009-03-31,260859.6193841707,CA,2
Texas,2009-03-31,78904.42616372848,TX,2
Florida,2009-03-31,121467.04395050068,FL,2
New York,2009-03-31,176794.7856369012,NY,2
Pennsylvania,2009-03-31,110027.80631440892,PA,2
Illinois,2009-03-31,120626.98246228544,IL,2
Ohio,2009-03-31,78146.5077265261,OH,2
Georgia,2009-03-31,89855.28074926238,GA,2
North Carolina,2009-03-31,103882.03242669693,NC,2
Michigan,2009-03-31,72157.68371103368,MI,2
New Jersey,2009-03-31,224627.6205047339,NJ,2
Virginia,2009-03-31,151760.98953303485,VA,2
Washington,2009-03-31,221577.12114391327,WA,2
Arizona,2009-03-31,148393.4785027823,AZ,2
Massachusetts,2009-03-31,240417.6101540053,MA,2
Tennessee,2009-03-31,89452.55064975214,TN,2
Indiana,2009-03-31,68344.69910890303,IN,2
Maryland,2009-03-31,190624.5214659466,MD,2
Missouri,2009-03-31,85156.74108571769,MO,2
Wisconsin,2009-03-31,116377.65348108653,WI,2
Colorado,2009-03-31,159391.8598108386,CO,2
Minnesota,2009-03-31,136319.45407907586,MN,2
South Carolina,2009-03-31,102297.0568452954,SC,2
Alabama,2009-03-31,81803.35519729578,AL,2
Louisiana,2009-03-31,91923.04040549044,LA,2
Kentucky,2009-03-31,74614.55559693892,KY,2
Oregon,2009-03-31,180960.3437118004,OR,2
Oklahoma,2009-03-31,52519.014683122805,OK,2
Connecticut,2009-03-31,202113.93753723628,CT,2
Utah,2009-03-31,161778.51310937194,UT,2
Iowa,2009-03-31,83505.37927038736,IA,2
Nevada,2009-03-31,132882.6147422475,NV,2
Arkansas,2009-03-31,75497.10876570716,AR,2
